"","Gene.Name","eventID","AS_type","chromosome_name","band"
"219","Ppp1r3f","ENSMUSG00000039556.16;A3:chrX:7560883-7563862:7559645-7563862:-","A3","X","qA1.1"
"220","Postn","ENSMUSG00000027750.16;SE:chr3:54384573-54385208:54385285-54389339:+","SE","3","qC"
"221","Aifm2","ENSMUSG00000020085.15;AF:chr10:61715311:61715352-61725856:61720649:61720731-61725856:+","AF","10","qB4"
"222","Bcas3","ENSMUSG00000059439.15;AL:chr11:85495961-85496873:85496993:85495961-85509428:85510991:+","AL","11","qC"
"223","Dhdds","ENSMUSG00000012117.13;A3:chr4:133996735-133996822:133996731-133996822:-","A3","4","qD2.3"
"224","Cdkl3","ENSMUSG00000020389.19;MX:chr11:52033611-52040561:52040620-52084371:52033611-52052418:52052618-52084371:+","MX","11","qB1.3"
"225","Vegfc","ENSMUSG00000031520.6;AL:chr8:54159483-54169025:54169044:54159483-54180702:54180716:+","AL","8","qB1.3"
"226","4933413G19Rik","ENSMUSG00000079304.5;AL:chr6:128379977-128383753:128384481:128379977-128384694:128385144:+","AL","6","qF3"
"227","Lrrc61","ENSMUSG00000073096.11;SE:chr6:48554893-48556955:48557094-48568137:+","SE","6","qB2.3"
"228","Jarid2","ENSMUSG00000038518.15;MX:chr13:44731916-44823380:44823515-44874283:44731916-44848280:44848421-44874283:+","MX","13","qA5"
"229","Gbp8","ENSMUSG00000034438.16;RI:chr5:105017679:105017885-105018562:105018842:-","RI","5","qE5"
"230","Baiap3","ENSMUSG00000047507.12;RI:chr17:25245137:25245245-25245316:25245395:-","RI","17","qA3.3"
"231","Mthfr","ENSMUSG00000029009.17;A3:chr4:148057133-148057375:148057133-148058378:+","A3","4","qE2"
"232","Hcn2","ENSMUSG00000020331.9;RI:chr10:79734858:79735872-79735979:79736108:+","RI","10","qC1"
"233","Bcat2","ENSMUSG00000030826.19;AF:chr7:45570996:45571552-45575431:45575100:45575198-45575431:+","AF","7","qB3"
"234","0610010K14Rik","ENSMUSG00000020831.18;AF:chr11:70237625-70237712:70237763:70237625-70237784:70237912:-","AF","11","qB3"
"235","Piezo2","ENSMUSG00000041482.16;A5:chr18:63017653-63019191:63017653-63019267:-","A5","18","qE1"
"236","Ahcyl2","ENSMUSG00000029772.17;AF:chr6:29853760:29854139-29863143:29859379:29859779-29863143:+","AF","6","qA3.3"
"237","Pkn1","ENSMUSG00000057672.16;AF:chr8:83692936-83693960:83694060:83692936-83698967:83699167:-","AF","8","qC2"
"238","Klf3","ENSMUSG00000029178.14;A5:chr5:64812507-64816735:64812503-64816735:+","A5","5","qC3.1"
"239","Tmem116","ENSMUSG00000029452.18;MX:chr5:121463833-121464799:121464862-121482333:121463833-121467854:121467985-121482333:+","MX","5","qF"
"240","Spata33","ENSMUSG00000048478.7;AL:chr8:123213314-123214314:123216905:123213314-123221818:123222045:+","AL","8","qE2"
"241","Strip2","ENSMUSG00000039629.14;A3:chr6:29953453-29955432:29953453-29955516:+","A3","6","qA3.3"
"242","Atxn7l1","ENSMUSG00000020564.16;AF:chr12:33302515:33302628-33325911:33314277:33314391-33325911:+","AF","12","qA3"
"243","Cdhr5","ENSMUSG00000025497.15;A3:chr7:141272002-141272101:141271720-141272101:-","A3","7","qF4"
"244","Npdc1","ENSMUSG00000015094.16;AF:chr2:25403171:25403365-25406215:25403448:25403641-25406215:+","AF","2","qA3"
"245","Prkag2","ENSMUSG00000028944.14;AL:chr5:24889161:24889188-24908323:24906231:24906560-24908323:-","AL","5","qA3"
"246","Prss53","ENSMUSG00000044139.12;SE:chr7:127886281-127886528:127886744-127886950:-","SE","7","qF3"
"247","Medag","ENSMUSG00000029659.16;AF:chr5:149411749:149412255-149422134:149413840:149414083-149422134:+","AF","5","qG3"
"248","Slc25a19","ENSMUSG00000020744.13;A3:chr11:115627929-115628065:115627799-115628065:-","A3","11","qE2"
"249","B230217C12Rik","ENSMUSG00000050538.8;A5:chr11:97841576-97842184:97841547-97842184:+","A5","11","qD"
"250","Plxdc1","ENSMUSG00000017417.14;A3:chr11:97956587-97978503:97956566-97978503:-","A3","11","qD"
"251","Rad51c","ENSMUSG00000007646.13;AF:chr11:87402856-87404304:87404523:87402856-87404595:87404954:-","AF","11","qC"
"252","Dst","ENSMUSG00000026131.18;SE:chr1:34295536-34295666:34295683-34299721:+","SE","1","qB"
"253","Miip","ENSMUSG00000029022.18;A5:chr4:147866419-147868421:147866419-147868502:-","A5","4","qE2"
"254","Mthfsl","ENSMUSG00000079427.10;AL:chr9:88688692:88688985-88715488:88703983:88704136-88715488:-","AL","9","qE3.1"
"255","Fbxo6","ENSMUSG00000055401.14;AF:chr4:148149666-148151830:148151925:148149666-148152013:148152135:-","AF","4","qE2"
"256","Pomgnt2","ENSMUSG00000066235.7;AL:chr9:121981609:121983823-121995876:121984868:121985156-121995876:-","AL","9","qF4"
"257","Adam15","ENSMUSG00000028041.17;AF:chr3:89348627-89348815:89349107:89348627-89349809:89349959:-","AF","3","qF1"
"258","Tmcc1","ENSMUSG00000030126.17;A5:chr6:116043805-116056526:116043805-116056807:-","A5","6","qE3"
"259","Capzb","ENSMUSG00000028745.18;AF:chr4:139192924:139193028-139238909:139233383:139233477-139238909:+","AF","4","qD3"
"260","Brix1","ENSMUSG00000022247.12;A5:chr15:10483406-10485351:10483406-10485355:-","A5","15","qA1"
"261","Gga3","ENSMUSG00000020740.13;A3:chr11:115588545-115588856:115588003-115588856:-","A3","11","qE2"
"262","Tdp1","ENSMUSG00000021177.15;AF:chr12:99884517:99884552-99891177:99886484:99886720-99891177:+","AF","12","qE"
"263","Mdm4","ENSMUSG00000054387.13;AF:chr1:133019431-133025248:133025348:133019431-133030535:133030561:-","AF","1","qE4"
"264","Acvrl1","ENSMUSG00000000530.16;AL:chr15:101141197-101142457:101142624:101141197-101143343:101145336:+","AL","15","qF1"
"265","Fam214b","ENSMUSG00000036002.12;AF:chr4:43037206-43039966:43040288:43037206-43046104:43046220:-","AF","4","qA5"
"266","Tnk2","ENSMUSG00000022791.16;AF:chr16:32644673:32645108-32663739:32657023:32657127-32663739:+","AF","16","qB3"
"267","Arhgap27","ENSMUSG00000034255.17;AF:chr11:103340404-103356265:103356361:103340404-103360247:103360900:-","AF","11","qE1"
"268","Esrra","ENSMUSG00000024955.13;AF:chr19:6920399-6921015:6921051:6920399-6921622:6921767:-","AF","19","qA"
"269","Blcap","ENSMUSG00000067787.10;AL:chr2:157558102:157558327-157570622:157566875:157567047-157570622:-","AL","2","qH1"
"270","Tle2","ENSMUSG00000034771.15;RI:chr10:81580257:81580298-81580484:81580667:+","RI","10","qC1"
"271","Klhl22","ENSMUSG00000022750.17;AF:chr16:17759618:17759694-17764384:17760355:17760489-17764384:+","AF","16","qA3"
"272","Ston2","ENSMUSG00000020961.14;AL:chr12:91714082:91714124-91740471:91735054:91735468-91740471:-","AL","12","qD3"
"273","Elmo3","ENSMUSG00000014791.10;SE:chr8:105306007-105306115:105306187-105306596:+","SE","8","qD3"
"274","Tnip1","ENSMUSG00000020400.17;AF:chr11:54940882-54955848:54956047:54940882-54962833:54962909:-","AF","11","qB1.3"
"275","D830044I16Rik","ENSMUSG00000097075.3;AF:chr7:126975391-126975514:126975788:126975391-126976069:126976098:-","AF","7","qF3"
"276","Rnft2","ENSMUSG00000032850.16;AF:chr5:118243980-118244830:118244861:118243980-118244972:118244992:-","AF","5","qF"
"277","Sema4a","ENSMUSG00000028064.17;AF:chr3:88454846-88456134:88456436:88454846-88461147:88461182:-","AF","3","qF1"
"278","Shc4","ENSMUSG00000035109.14;A5:chr2:125670320-125673106:125670320-125673171:-","A5","2","qF1"
"279","Ciart","ENSMUSG00000038550.10;AF:chr3:95881058-95881181:95881246:95881058-95882155:95882251:-","AF","3","qF2.1"
"280","Cept1","ENSMUSG00000040774.15;AF:chr3:106539603-106547376:106547592:106539603-106547680:106547718:-","AF","3","qF2.3"
"281","Tmtc2","ENSMUSG00000036019.8;AF:chr10:105190274-105199629:105199704:105190274-105234783:105234934:-","AF","10","qD1"
"282","Wdr91","ENSMUSG00000058486.11;AF:chr6:34909827-34910510:34910563:34909827-34910697:34910836:-","AF","6","qB1"
"283","Slc25a19","ENSMUSG00000020744.13;A3:chr11:115627873-115628065:115627799-115628065:-","A3","11","qE2"
"284","Rgs12","ENSMUSG00000029101.14;AF:chr5:34964773:34966755-34975217:34974992:34975061-34975217:+","AF","5","qB2"
"285","Cables1","ENSMUSG00000040957.14;SE:chr18:11888829-11905925:11906002-11923360:+","SE","18","qA1"
"286","Tle2","ENSMUSG00000034771.15;RI:chr10:81580257:81580331-81580484:81580667:+","RI","10","qC1"
"287","Mroh3","ENSMUSG00000087230.10;A3:chr1:136207882-136208248:136207878-136208248:-","A3","1","qE4"
"288","Prr15l","ENSMUSG00000047040.9;A3:chr11:96929509-96934515:96929509-96934518:+","A3","11","qD"
"289","Socs2","ENSMUSG00000020027.18;AL:chr10:95412616:95413110-95414831:95413502:95413591-95414831:-","AL","10","qC2"
"290","Radil","ENSMUSG00000029576.17;AF:chr5:142544003-142544893:142545028:142544003-142550980:142551077:-","AF","5","qG2"
"291","Decr1","ENSMUSG00000028223.8;AL:chr4:15932977:15933095-15944463:15943691:15944363-15944463:-","AL","4","qA2"
"292","Etfb","ENSMUSG00000004610.4;AL:chr7:43456637-43457570:43457664:43456637-43457676:43457781:+","AL","7","qB3"
"293","Zfp629","ENSMUSG00000045639.14;AL:chr7:127608455:127608834-127612667:127611984:127612581-127612667:-","AL","7","qF3"
"294","Spock3","ENSMUSG00000054162.15;AF:chr8:62951232:62951301-62951800:62951361:62951528-62951800:+","AF","8","qB3.1"
"295","Sema4a","ENSMUSG00000028064.17;AF:chr3:88454846-88455548:88455739:88454846-88458811:88458876:-","AF","3","qF1"
"296","Slc25a39","ENSMUSG00000018677.9;AF:chr11:102406654-102407250:102407315:102406654-102407778:102407946:-","AF","11","qD"
"297","Mxi1","ENSMUSG00000025025.13;AF:chr19:53310506:53310973-53331351:53330446:53330600-53331351:+","AF","19","qD2"
"298","Actb","ENSMUSG00000029580.14;AF:chr5:142905692-142905849:142905937:142905692-142906652:142906672:-","AF","5","qG2"
"299","Myadm","ENSMUSG00000068566.12;AF:chr7:3289080:3289325-3293203:3291490:3291545-3293203:+","AF","7","qA1"
"300","Capzb","ENSMUSG00000028745.18;AF:chr4:139226961:139227044-139238909:139233383:139233477-139238909:+","AF","4","qD3"
"301","Bcat2","ENSMUSG00000030826.19;AF:chr7:45570373:45570399-45575431:45575100:45575198-45575431:+","AF","7","qB3"
"302","Fbxo6","ENSMUSG00000055401.14;AF:chr4:148149666-148151614:148151913:148149666-148152013:148152135:-","AF","4","qE2"
"303","Oplah","ENSMUSG00000022562.14;A3:chr15:76302494-76302631:76302439-76302631:-","A3","15","qD3"
"304","2410002F23Rik","ENSMUSG00000045411.16;AF:chr7:44246728:44246808-44248252:44246818:44246823-44248252:+","AF","7","qB3"
"305","Ano7","ENSMUSG00000034107.10;SE:chr1:93402227-93402641:93402760-93402950:+","SE","1","qD"
"306","Pkn3","ENSMUSG00000026785.14;AF:chr2:30078213:30078345-30079534:30078754:30078790-30079534:+","AF","2","qB"
"307","Inca1","ENSMUSG00000057054.11;A3:chr11:70696043-70699988:70695948-70699988:-","A3","11","qB3"
"308","Acsm3","ENSMUSG00000030935.15;A5:chr7:119761079-119766891:119760982-119766891:+","A5","7","qF2"
"309","Alkbh6","ENSMUSG00000042831.13;AF:chr7:30308795:30308834-30309481:30308854:30308934-30309481:+","AF","7","qB1"
"310","Irak1","ENSMUSG00000031392.18;MX:chrX:74016697-74017130:74017430-74019900:74016697-74018130:74018366-74019900:-","MX","X","qA7.3"
"311","Celf1","ENSMUSG00000005506.16;AF:chr2:90940397:90940641-90998580:90987746:90987816-90998580:+","AF","2","qE1"
"312","Atp6v1e1","ENSMUSG00000019210.10;AF:chr6:120808471-120818334:120818399:120808471-120822588:120822692:-","AF","6","qF1"
"313","Cfap126","ENSMUSG00000026649.14;AF:chr1:171113989:171114096-171123046:171121661:171121821-171123046:+","AF","1","qH3"
"314","Wdr4","ENSMUSG00000024037.12;A3:chr17:31518997-31519849:31518839-31519849:-","A3","17","qB1"
"315","Msh4","ENSMUSG00000005493.15;A5:chr3:153873729-153874582:153873729-153874657:-","A5","3","qH3"
"316","Kctd2","ENSMUSG00000016940.18;SE:chr11:115429405-115429635:115429782-115429886:+","SE","11","qE2"
"317","Lrch2","ENSMUSG00000031290.14;SE:chrX:147496832-147498288:147498365-147503384:-","SE","X","qF2"
"318","0610037L13Rik","ENSMUSG00000028608.15;SE:chr4:107894938-107895551:107895586-107896662:+","SE","4","qC7"
"319","0610037L13Rik","ENSMUSG00000028608.15;RI:chr4:107896662:107896748-107896871:107897118:+","RI","4","qC7"
"320","Tnip1","ENSMUSG00000020400.17;AF:chr11:54940882-54956021:54956104:54940882-54962833:54962909:-","AF","11","qB1.3"
"321","Spata33","ENSMUSG00000048478.7;A5:chr8:123213314-123214314:123213237-123214314:+","A5","8","qE2"
"322","Aldh18a1","ENSMUSG00000025007.13;SE:chr19:40580076-40585490:40585605-40588310:-","SE","19","qC3"
"323","Mllt11","ENSMUSG00000053192.9;SE:chr3:95220463-95228084:95228259-95229052:-","SE","3","qF2.1"
"324","Ptgs1","ENSMUSG00000047250.13;AF:chr2:36230556:36230763-36237207:36236249:36236365-36237207:+","AF","2","qB"
"325","Trp53bp1","ENSMUSG00000043909.16;AF:chr2:121216171-121218386:121218436:121216171-121221158:121221232:-","AF","2","qE5"
"326","Hsd3b7","ENSMUSG00000042289.11;AL:chr7:127802113-127802236:127802270:127802113-127802786:127803802:+","AL","7","qF3"
"327","Pfkfb2","ENSMUSG00000026409.14;A3:chr1:130702438-130706426:130702419-130706426:-","A3","1","qE4"
"328","Med25","ENSMUSG00000002968.8;A3:chr7:44889517-44891783:44889466-44891783:-","A3","7","qB3"
"329","Fam192a","ENSMUSG00000031774.8;A5:chr8:94591288-94601497:94591288-94601544:-","A5","8","qC5"
"330","Lzts2","ENSMUSG00000035342.13;AF:chr19:45015176:45015323-45021387:45018135:45018230-45021387:+","AF","19","qC3"
"331","St3gal4","ENSMUSG00000032038.7;AF:chr9:35055649-35098899:35099071:35055649-35106575:35106667:-","AF","9","qA4"
"332","Mtmr2","ENSMUSG00000031918.16;AF:chr9:13749319:13749400-13782277:13766043:13766124-13782277:+","AF","9","qA1"
"333","Lpar1","ENSMUSG00000038668.14;AF:chr4:58504781-58553101:58553184:58504781-58553730:58553898:-","AF","4","qB3"
"334","Mapk3","ENSMUSG00000063065.13;AF:chr7:126759660:126759818-126760731:126759834:126759862-126760731:+","AF","7","qF3"
"335","Tax1bp1","ENSMUSG00000004535.12;AF:chr6:52713750:52713888-52721298:52714350:52714450-52721298:+","AF","6","qB3"
"336","Tmem229b","ENSMUSG00000046157.13;AF:chr12:78977941-78980704:78980763:78977941-78983386:78983478:-","AF","12","qC3"
"337","Eftud2","ENSMUSG00000020929.14;SE:chr11:102870246-102871020:102871185-102877610:-","SE","11","qE1"
"338","Tcf4","ENSMUSG00000053477.16;A5:chr18:69346365-69347279:69345918-69347279:+","A5","18","qE2"
"339","Irf3","ENSMUSG00000003184.15;A5:chr7:45001022-45001673:45000546-45001673:+","A5","7","qB3"
"340","Henmt1","ENSMUSG00000045662.16;SE:chr3:108941416-108942727:108942855-108952811:+","SE","3","qF3"
"341","Peli3","ENSMUSG00000024901.14;A5:chr19:4941912-4942938:4941912-4942989:-","A5","19","qA"
"342","Arid5a","ENSMUSG00000037447.16;SE:chr1:36307836-36316209:36316327-36318084:+","SE","1","qB"
"343","Mypop","ENSMUSG00000048481.15;A3:chr7:18991354-18991832:18991354-18991982:+","A3","7","qA3"
"344","Prrg2","ENSMUSG00000007837.11;AF:chr7:45060892-45061588:45061676:45060892-45062378:45062404:-","AF","7","qB3"
"345","Rab40c","ENSMUSG00000025730.14;A3:chr17:25919549-25919652:25919458-25919652:-","A3","17","qA3.3"
"346","Klc2","ENSMUSG00000024862.16;A5:chr19:5117469-5118122:5117469-5118184:-","A5","19","qA"
"347","Fbxl5","ENSMUSG00000039753.16;AF:chr5:43773659-43781965:43782109:43773659-43821541:43821638:-","AF","5","qB3"
"348","Kank1","ENSMUSG00000032702.16;AF:chr19:25395303:25395371-25409086:25406699:25407033-25409086:+","AF","19","qB"
"349","Rusc2","ENSMUSG00000035969.15;AF:chr4:43382070:43382199-43414628:43384332:43384433-43414628:+","AF","4","qA5"
"350","C1qtnf6","ENSMUSG00000022440.8;A3:chr15:78525398-78527228:78525187-78527228:-","A3","15","qE1"
"351","Rpl22","ENSMUSG00000028936.15;AF:chr4:152325867:152325895-152327481:152327067:152327359-152327481:+","AF","4","qE2"
"352","Smu1","ENSMUSG00000028409.11;AF:chr4:40755837-40757277:40757398:40755837-40757777:40757831:-","AF","4","qA5"
"353","Cdkl3","ENSMUSG00000020389.19;AL:chr11:52033611-52037431:52038165:52033611-52040561:52040593:+","AL","11","qB1.3"
"354","Dixdc1","ENSMUSG00000032064.17;AF:chr9:50695583-50696727:50696758:50695583-50699366:50699437:-","AF","9","qA5.3"
"355","Ltb","ENSMUSG00000024399.5;A3:chr17:35194683-35195050:35194683-35195136:+","A3","17","qB1"
"356","Unc93b1","ENSMUSG00000036908.16;SE:chr19:3943711-3944023:3944296-3947007:+","SE","19","qA"
"357","Selenoi","ENSMUSG00000075703.15;AF:chr5:30263064:30263119-30264275:30263544:30263857-30264275:+","AF","5","qB1"
"358","Abhd15","ENSMUSG00000000686.11;AL:chr11:77516052-77518316:77520045:77516052-77538235:77538607:+","AL","11","qB5"
"359","Nlrp2","ENSMUSG00000035177.8;MX:chr7:5298868-5300902:5301072-5308638:5298868-5307543:5307647-5308638:-","MX","7","qA1"
"360","Cdc20","ENSMUSG00000006398.15;A5:chr4:118434876-118435473:118434876-118435777:-","A5","4","qD2.1"
"361","Mxi1","ENSMUSG00000025025.13;AF:chr19:53329413:53329720-53331351:53330446:53330600-53331351:+","AF","19","qD2"
"362","Hs3st5","ENSMUSG00000044499.11;SE:chr10:36507615-36554014:36554072-36628245:+","SE","10","qB1"
"363","Wdr4","ENSMUSG00000024037.12;A3:chr17:31519069-31519849:31518839-31519849:-","A3","17","qB1"
"364","Dmkn","ENSMUSG00000060962.12;SE:chr7:30765473-30766473:30766517-30767160:+","SE","7","qB1"
"365","Gapdhs","ENSMUSG00000061099.12;AF:chr7:30738035-30739260:30739407:30738035-30743552:30743681:-","AF","7","qB1"
"366","Dnah2","ENSMUSG00000005237.14;SE:chr11:69516680-69517017:69517104-69518276:-","SE","11","qB3"
"367","Tcf12","ENSMUSG00000032228.16;SE:chr9:72000518-72006701:72006762-72109676:-","SE","9","qD"
"368","Pacsin3","ENSMUSG00000027257.13;AF:chr2:91257335:91257576-91259864:91259206:91259427-91259864:+","AF","2","qE1"
"369","St3gal4","ENSMUSG00000032038.7;AF:chr9:35055649-35098899:35099071:35055649-35119003:35119183:-","AF","9","qA4"
"370","Sugp2","ENSMUSG00000036054.15;AF:chr8:70234226:70234652-70236668:70236388:70236532-70236668:+","AF","8","qB3.3"
"371","Plekha5","ENSMUSG00000030231.11;SE:chr6:140563648-140568846:140568881-140569353:+","SE","6","qG2"
"372","Il17re","ENSMUSG00000043088.16;A3:chr6:113468957-113469518:113468957-113469596:+","A3","6","qE3"
"373","Miip","ENSMUSG00000029022.18;A5:chr4:147866419-147868369:147866419-147868502:-","A5","4","qE2"
"374","Fscn1","ENSMUSG00000029581.14;AF:chr5:142962953:142962982-142969905:142964533:142964696-142969905:+","AF","5","qG2"
"375","Rad51d","ENSMUSG00000018841.17;SE:chr11:82883964-82889669:82889810-82889970:-","SE","11","qC"
"376","Znrf1","ENSMUSG00000033545.14;AF:chr8:111537120:111537564-111609293:111537578:111537649-111609293:+","AF","8","qE1"
"377","Zkscan5","ENSMUSG00000055991.15;AF:chr5:145207634:145207708-145211746:145208568:145208716-145211746:+","AF","5","qG2"
"378","Fbxo6","ENSMUSG00000055401.14;AF:chr4:148149666-148151088:148151908:148149666-148152013:148152135:-","AF","4","qE2"
"379","Rab23","ENSMUSG00000004768.14;AF:chr1:33719909:33720173-33721608:33720407:33720584-33721608:+","AF","1","qB"
"380","Bcas1","ENSMUSG00000013523.13;SE:chr2:170378929-170384189:170384326-170387163:-","SE","2","qH3"
"381","Cpsf4l","ENSMUSG00000018727.19;AF:chr11:113708854-113709228:113709526:113708854-113709822:113710017:-","AF","11","qE2"
"382","Comp","ENSMUSG00000031849.9;SE:chr8:70381417-70381672:70381811-70381886:+","SE","8","qB3.3"
"383","Kcnip1","ENSMUSG00000053519.15;AF:chr11:33645627-33843130:33843527:33645627-33992749:33993152:-","AF","11","qA4"
"384","Dlg5","ENSMUSG00000021782.14;SE:chr14:24192954-24202298:24202366-24245147:-","SE","14","qA3"
"385","Ilkap","ENSMUSG00000026309.14;AL:chr1:91373865:91374016-91376318:91376011:91376082-91376318:-","AL","1","qD"
"386","Zrsr2","ENSMUSG00000031370.12;AF:chrX:163958419-163958527:163958552:163958419-163958588:163958661:-","AF","X","qF4"
"387","Ip6k2","ENSMUSG00000032599.12;SE:chr9:108796396-108796541:108796572-108796655:+","SE","9","qF2"
"388","Hpn","ENSMUSG00000001249.14;A3:chr7:31099130-31099215:31098908-31099215:-","A3","7","qB1"
"389","Pitpnm1","ENSMUSG00000024851.13;AF:chr19:4099998:4100213-4101144:4100269:4100514-4101144:+","AF","19","qA"
"390","Celf1","ENSMUSG00000005506.16;AF:chr2:90940543:90940641-90998580:90987746:90987816-90998580:+","AF","2","qE1"
"391","Fastk","ENSMUSG00000028959.14;AF:chr5:24443456-24443895:24443958:24443456-24445066:24445208:-","AF","5","qA3"
"392","Fastk","ENSMUSG00000028959.14;SE:chr5:24443456-24443895:24444395-24445066:-","SE","5","qA3"
"393","Grhpr","ENSMUSG00000035637.14;SE:chr4:44981506-44982879:44983009-44983874:+","SE","4","qB1"
"394","Dixdc1","ENSMUSG00000032064.17;AF:chr9:50695583-50697590:50697771:50695583-50699366:50699437:-","AF","9","qA5.3"
"395","Sirt3","ENSMUSG00000025486.17;AF:chr7:140878137-140881763:140881869:140878137-140882158:140882289:-","AF","7","qF4"
"396","Rbpj","ENSMUSG00000039191.12;AF:chr5:53590214:53590486-53627383:53619436:53619572-53627383:+","AF","5","qC1"
"397","Tpm3","ENSMUSG00000027940.18;AF:chr3:90079665:90079863-90086446:90079891:90079996-90086446:+","AF","3","qF1"
"398","Camkv","ENSMUSG00000032936.13;RI:chr9:107945790:107945864-107946079:107946217:+","RI","9","qF1"
